Opera Cake,Cherry Tart,Gongolais Cookie,Raspberry Cookie,Apricot Danish,,,
Napoleon Cake,Walnut Cookie,,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Cherry Tart,Pecan Tart,Raspberry Cookie,Marzipan Cookie,,,,
Lemon Cake,Cherry Tart,,,,,,
Napoleon Cake,Blueberry Tart,Apricot Croissant,Hot Coffee,Vanilla Frappuccino,,,
Truffle Cake,Gongolais Cookie,Hot Coffee,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Opera Cake,Chocolate Eclair,Berry Tart,Vanilla Meringue,Apple Croissant,,,
Chocolate Cake,Casino Cake,Pecan Tart,Chocolate Coffee,,,,
Almond Tart,Blueberry Tart,Orange Juice,Bottled Water,Cherry Soda,,,
Cherry Tart,Cheese Croissant,Orange Juice,,,,,
Orange Juice,,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Blackberry Tart,Vanilla Meringue,Apricot Danish,Chocolate Coffee,,,,
Cherry Tart,Apricot Danish,Blueberry Danish,,,,,
Coffee Eclair,Lemon Tart,Tuile Cookie,Cheese Croissant,Almond Bear Claw,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Lemon Cake,Coffee Eclair,Blackberry Tart,Single Espresso,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Raspberry Cookie,Vanilla Meringue,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Opera Cake,Napoleon Cake,Apple Pie,Marzipan Cookie,Tuile Cookie,Almond Croissant,Almond Twist,Blueberry Danish
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Tuile Cookie,,,,,,,
Apricot Tart,Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,
Apricot Tart,Apricot Croissant,Chocolate Croissant,Lemon Lemonade,,,,
Strawberry Cake,Napoleon Cake,Chocolate Tart,Chocolate Croissant,,,,
Opera Cake,Cherry Tart,Apricot Danish,Bottled Water,,,,
Lemon Cookie,Cheese Croissant,,,,,,
Chocolate Meringue,Apricot Danish,Orange Juice,,,,,
Apricot Croissant,Blueberry Danish,Vanilla Frappuccino,Single Espresso,,,,
Chocolate Cake,Ganache Cookie,,,,,,
Berry Tart,Chocolate Tart,Lemon Tart,Apple Croissant,Apple Danish,Blueberry Danish,Chocolate Coffee,
Apricot Tart,Gongolais Cookie,Chocolate Meringue,Vanilla Meringue,Apple Croissant,Chocolate Croissant,,
Berry Tart,Bottled Water,,,,,,
Strawberry Cake,Apricot Tart,Blackberry Tart,Pecan Tart,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Chocolate Cake,Chocolate Tart,Almond Twist,Almond Bear Claw,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Vanilla Eclair,Chocolate Coffee,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Truffle Cake,Coffee Eclair,Gongolais Cookie,Green Tea,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Strawberry Cake,Chocolate Eclair,Green Tea,,,,,
Truffle Cake,Blueberry Tart,Chocolate Tart,Apricot Croissant,Chocolate Croissant,Hot Coffee,Vanilla Frappuccino,
Casino Cake,Blackberry Tart,Cherry Tart,Ganache Cookie,Vanilla Meringue,Apple Croissant,Chocolate Coffee,
Opera Cake,Berry Tart,Lemon Tart,Marzipan Cookie,Tuile Cookie,Lemon Lemonade,,
Chocolate Eclair,Napoleon Cake,Berry Tart,Lemon Tart,Pecan Tart,Apple Croissant,Chocolate Croissant,
Apricot Tart,Chocolate Meringue,,,,,,
Berry Tart,Lemon Cookie,Cheese Croissant,,,,,
Chocolate Eclair,Blackberry Tart,Apple Danish,,,,,
Pecan Tart,Chocolate Coffee,Vanilla Frappuccino,Cherry Soda,,,,
Truffle Cake,Chocolate Eclair,Blueberry Tart,Pecan Tart,,,,
Strawberry Cake,Gongolais Cookie,Hot Coffee,,,,,
Orange Juice,,,,,,,
Berry Tart,Bottled Water,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Cake,Chocolate Tart,Vanilla Frappuccino,,,,,
Napoleon Cake,Lemon Tart,Apricot Danish,Orange Juice,Hot Coffee,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Casino Cake,Lemon Tart,Lemon Lemonade,Hot Coffee,,,,
Chocolate Tart,Vanilla Frappuccino,Cherry Soda,,,,,
Chocolate Cake,Cheese Croissant,Orange Juice,,,,,
Casino Cake,Chocolate Eclair,Berry Tart,Green Tea,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Vanilla Meringue,Marzipan Cookie,Tuile Cookie,,,,,
Lemon Cake,Napoleon Cake,Bottled Water,,,,,
Berry Tart,Blackberry Tart,Cheese Croissant,,,,,
Almond Tart,Berry Tart,Almond Bear Claw,Orange Juice,Green Tea,,,
Lemon Cake,Opera Cake,Vanilla Eclair,Apricot Tart,Tuile Cookie,Lemon Lemonade,Cherry Soda,Single Espresso
Chocolate Tart,Lemon Tart,Tuile Cookie,Almond Croissant,,,,
Apricot Tart,Cherry Tart,Almond Croissant,Chocolate Croissant,Apricot Danish,,,
Chocolate Tart,Walnut Cookie,Lemon Lemonade,Vanilla Frappuccino,,,,
Blueberry Tart,Pecan Tart,Marzipan Cookie,Tuile Cookie,,,,
Apricot Croissant,Orange Juice,,,,,,
Almond Tart,Marzipan Cookie,Tuile Cookie,,,,,
Cheese Croissant,Orange Juice,,,,,,
Truffle Cake,Gongolais Cookie,Almond Twist,,,,,
Truffle Cake,Gongolais Cookie,Tuile Cookie,Walnut Cookie,Green Tea,Vanilla Frappuccino,,
Berry Tart,Bottled Water,,,,,,
Blackberry Tart,Apple Croissant,Hot Coffee,,,,,
Almond Twist,,,,,,,
Berry Tart,Blueberry Tart,Green Tea,Bottled Water,,,,
Coffee Eclair,Vanilla Eclair,Apple Tart,Cherry Tart,Marzipan Cookie,Chocolate Croissant,Apricot Danish,Blueberry Danish
Coffee Eclair,,,,,,,
Truffle Cake,Chocolate Meringue,Vanilla Meringue,Almond Croissant,Almond Bear Claw,,,
Lemon Cake,Chocolate Tart,Marzipan Cookie,Tuile Cookie,,,,
Chocolate Tart,Chocolate Meringue,Lemon Lemonade,Bottled Water,,,,
Berry Tart,Apple Danish,Almond Twist,Bottled Water,,,,
Chocolate Eclair,Marzipan Cookie,Tuile Cookie,Almond Twist,,,,
Strawberry Cake,Apple Croissant,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Lemon Cake,Truffle Cake,Blackberry Tart,Marzipan Cookie,,,,
Opera Cake,Vanilla Frappuccino,,,,,,
Lemon Cake,Lemon Tart,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Truffle Cake,Tuile Cookie,Almond Croissant,Almond Twist,,,,
Cherry Tart,Ganache Cookie,Gongolais Cookie,Apricot Danish,,,,
Lemon Lemonade,Hot Coffee,Cherry Soda,,,,,
Chocolate Meringue,Apricot Danish,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Blueberry Tart,Cherry Tart,,,,,,
Strawberry Cake,,,,,,,
Chocolate Eclair,Coffee Eclair,Chocolate Croissant,Almond Bear Claw,,,,
Chocolate Cake,Lemon Cookie,Cherry Soda,,,,,
Casino Cake,Pecan Tart,,,,,,
Lemon Cookie,,,,,,,
Opera Cake,Cherry Tart,Gongolais Cookie,Apricot Danish,,,,
Almond Tart,Marzipan Cookie,Orange Juice,,,,,
Napoleon Cake,Tuile Cookie,,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Tuile Cookie,,,,,,,
Vanilla Eclair,Vanilla Meringue,,,,,,
Apple Tart,Apple Croissant,Apple Danish,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Chocolate Cake,Lemon Cake,Coffee Eclair,Lemon Tart,Ganache Cookie,,,
Apple Pie,Chocolate Tart,Green Tea,Vanilla Frappuccino,,,,
Truffle Cake,Gongolais Cookie,Lemon Lemonade,,,,,
Lemon Cake,Napoleon Cake,Lemon Tart,Chocolate Coffee,,,,
Berry Tart,Bottled Water,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Pie,Lemon Cookie,Apricot Croissant,,,,,
Napoleon Cake,Marzipan Cookie,Tuile Cookie,Chocolate Coffee,,,,
Vanilla Eclair,Chocolate Tart,Orange Juice,Single Espresso,,,,
Strawberry Cake,Almond Croissant,Apricot Croissant,Single Espresso,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Eclair,,,,,,,
Almond Tart,,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Lemon Cake,Tuile Cookie,Cherry Soda,,,,,
Strawberry Cake,,,,,,,
Chocolate Tart,Marzipan Cookie,Tuile Cookie,Raspberry Lemonade,,,,
Truffle Cake,Gongolais Cookie,Raspberry Cookie,Tuile Cookie,Walnut Cookie,Almond Croissant,Apricot Danish,
Lemon Cake,Strawberry Cake,Napoleon Cake,,,,,
Lemon Cake,Casino Cake,Opera Cake,Gongolais Cookie,Blueberry Danish,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Cake,Blueberry Tart,Apricot Croissant,Hot Coffee,,,,
Lemon Tart,Apricot Croissant,Vanilla Frappuccino,Single Espresso,,,,
Berry Tart,Pecan Tart,Chocolate Croissant,,,,,
Berry Tart,Blackberry Tart,Marzipan Cookie,Apple Croissant,Blueberry Danish,Orange Juice,,
Casino Cake,Strawberry Cake,Vanilla Eclair,Napoleon Cake,Cherry Tart,Cherry Soda,,
Tuile Cookie,Green Tea,Vanilla Frappuccino,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apple Pie,,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Strawberry Cake,Napoleon Cake,,,,,,
Lemon Cake,Tuile Cookie,Cheese Croissant,Apricot Danish,Cherry Soda,,,
Berry Tart,Cherry Tart,Apple Danish,Cherry Soda,,,,
Berry Tart,Chocolate Tart,Lemon Tart,Bottled Water,Chocolate Coffee,,,
Lemon Cake,Opera Cake,Lemon Tart,Almond Croissant,Almond Twist,Cherry Soda,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Berry Tart,Pecan Tart,Cheese Croissant,,,,,
Coffee Eclair,Blackberry Tart,Almond Twist,Blueberry Danish,,,,
Casino Cake,Marzipan Cookie,Tuile Cookie,Apricot Croissant,Single Espresso,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Lemon Cake,Casino Cake,Apple Pie,Cherry Tart,,,,
Strawberry Cake,Chocolate Eclair,Apple Pie,Orange Juice,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Apple Tart,Berry Tart,Chocolate Tart,Ganache Cookie,Marzipan Cookie,Tuile Cookie,Cheese Croissant,
Truffle Cake,Gongolais Cookie,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Pecan Tart,Lemon Cookie,Walnut Cookie,,,,,
Almond Tart,Marzipan Cookie,Tuile Cookie,Apricot Danish,Chocolate Coffee,,,
Berry Tart,Apple Croissant,,,,,,
Coffee Eclair,Apple Tart,Marzipan Cookie,Walnut Cookie,Green Tea,,,
Lemon Cake,Raspberry Cookie,Apple Danish,,,,,
Coffee Eclair,Walnut Cookie,Apple Danish,Raspberry Lemonade,Vanilla Frappuccino,,,
Lemon Cake,Lemon Tart,,,,,,
Chocolate Cake,Vanilla Eclair,Pecan Tart,Raspberry Cookie,Apricot Croissant,,,
Lemon Cake,Chocolate Eclair,Chocolate Meringue,,,,,
Chocolate Cake,Casino Cake,Chocolate Meringue,Apple Danish,,,,
Chocolate Cake,Gongolais Cookie,,,,,,
Strawberry Cake,Blackberry Tart,Apricot Danish,Almond Bear Claw,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Truffle Cake,Coffee Eclair,Orange Juice,,,,,
Almond Croissant,Cheese Croissant,Chocolate Croissant,,,,,
Lemon Cake,Blueberry Tart,Walnut Cookie,Apricot Croissant,Hot Coffee,,,
Almond Twist,Chocolate Coffee,,,,,,
Raspberry Lemonade,,,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Opera Cake,Napoleon Cake,Blueberry Tart,Marzipan Cookie,Tuile Cookie,Apple Croissant,Orange Juice,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Casino Cake,Vanilla Eclair,,,,,,
Lemon Cake,Apple Croissant,Cheese Croissant,Apricot Danish,Orange Juice,,,
Strawberry Cake,,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Strawberry Cake,Chocolate Meringue,Tuile Cookie,,,,,
Raspberry Lemonade,,,,,,,
Coffee Eclair,Marzipan Cookie,Tuile Cookie,Cherry Soda,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Eclair,Cherry Soda,,,,,,
Strawberry Cake,Cherry Tart,Gongolais Cookie,Vanilla Meringue,Almond Twist,,,
Berry Tart,,,,,,,
Chocolate Eclair,Raspberry Cookie,Lemon Cookie,Almond Twist,Lemon Lemonade,Raspberry Lemonade,Green Tea,
Opera Cake,Cherry Tart,Lemon Tart,Ganache Cookie,Apricot Danish,,,
Almond Croissant,Apricot Croissant,Chocolate Coffee,,,,,
Coffee Eclair,,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Apple Tart,Gongolais Cookie,Almond Twist,,,,,
Chocolate Eclair,Chocolate Tart,Gongolais Cookie,Cheese Croissant,,,,
Almond Tart,Raspberry Cookie,Vanilla Meringue,Marzipan Cookie,Orange Juice,,,
Casino Cake,Vanilla Eclair,Berry Tart,Apple Danish,,,,
Walnut Cookie,Blueberry Danish,Lemon Lemonade,,,,,
Truffle Cake,Vanilla Eclair,Napoleon Cake,Marzipan Cookie,Tuile Cookie,Cherry Soda,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Cake,Lemon Cake,Coffee Eclair,Apricot Tart,Apricot Danish,Raspberry Lemonade,Chocolate Coffee,
Opera Cake,Vanilla Eclair,Apple Pie,Cherry Tart,Apricot Danish,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Lemon Cake,Almond Twist,,,,,,
Napoleon Cake,Gongolais Cookie,Tuile Cookie,Blueberry Danish,Green Tea,,,
Casino Cake,Apple Tart,Berry Tart,Lemon Tart,Lemon Cookie,Bottled Water,,
Pecan Tart,Raspberry Cookie,Walnut Cookie,Bottled Water,,,,
Pecan Tart,Walnut Cookie,Chocolate Coffee,,,,,
Strawberry Cake,Gongolais Cookie,Chocolate Croissant,,,,,
Berry Tart,Bottled Water,,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Strawberry Cake,Gongolais Cookie,Lemon Lemonade,,,,,
Apple Pie,Lemon Cookie,Lemon Lemonade,,,,,
Chocolate Cake,Chocolate Coffee,,,,,,
Berry Tart,Bottled Water,Vanilla Frappuccino,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Truffle Cake,Apple Danish,Bottled Water,,,,,
Strawberry Cake,Napoleon Cake,Berry Tart,Cherry Tart,,,,
Napoleon Cake,Lemon Cookie,Chocolate Croissant,Vanilla Frappuccino,,,,
Strawberry Cake,Napoleon Cake,Gongolais Cookie,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Casino Cake,Chocolate Tart,Apricot Danish,Orange Juice,Green Tea,Chocolate Coffee,,
Vanilla Eclair,Raspberry Cookie,Vanilla Frappuccino,,,,,
Lemon Cake,Napoleon Cake,Berry Tart,Lemon Tart,Apricot Croissant,Apple Danish,Single Espresso,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apricot Tart,Pecan Tart,Apricot Danish,Vanilla Frappuccino,,,,
Berry Tart,Chocolate Meringue,Apricot Danish,Apple Danish,Almond Twist,Green Tea,,
Truffle Cake,Cherry Tart,Gongolais Cookie,,,,,
Truffle Cake,Apple Tart,Chocolate Tart,Almond Croissant,Blueberry Danish,Chocolate Coffee,Single Espresso,
Strawberry Cake,Apricot Danish,,,,,,
Chocolate Cake,Marzipan Cookie,Almond Croissant,Cheese Croissant,Orange Juice,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Raspberry Cookie,Almond Croissant,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Marzipan Cookie,Apple Danish,Lemon Lemonade,Orange Juice,Chocolate Coffee,,,
Coffee Eclair,Apricot Danish,,,,,,
Vanilla Eclair,Vanilla Meringue,Marzipan Cookie,Cherry Soda,,,,
Coffee Eclair,Apple Pie,Ganache Cookie,Almond Twist,,,,
Lemon Cake,Lemon Tart,Lemon Cookie,,,,,
Chocolate Cake,Vanilla Eclair,Chocolate Coffee,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Strawberry Cake,Apple Tart,Apple Croissant,,,,,
Lemon Cake,Opera Cake,Ganache Cookie,Raspberry Cookie,Almond Bear Claw,,,
Truffle Cake,Gongolais Cookie,,,,,,
Lemon Cake,Opera Cake,Lemon Tart,Apricot Croissant,Bottled Water,Vanilla Frappuccino,,
Strawberry Cake,Napoleon Cake,Green Tea,,,,,
Blackberry Tart,Gongolais Cookie,Chocolate Meringue,,,,,
Casino Cake,Berry Tart,Lemon Tart,Bottled Water,,,,
Strawberry Cake,Napoleon Cake,Blueberry Danish,Bottled Water,Chocolate Coffee,,,
Blueberry Tart,Apricot Croissant,Apricot Danish,,,,,
Coffee Eclair,Gongolais Cookie,Apple Danish,,,,,
Chocolate Cake,Vanilla Eclair,Cheese Croissant,Orange Juice,Vanilla Frappuccino,,,
Truffle Cake,Blackberry Tart,Gongolais Cookie,,,,,
Truffle Cake,Cheese Croissant,Orange Juice,Cherry Soda,,,,
Strawberry Cake,Berry Tart,Cheese Croissant,Bottled Water,Hot Coffee,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Cherry Tart,Cheese Croissant,Almond Twist,Orange Juice,Hot Coffee,,,
Chocolate Cake,Tuile Cookie,Almond Bear Claw,Raspberry Lemonade,Chocolate Coffee,,,
Chocolate Cake,Chocolate Coffee,,,,,,
Apple Danish,Hot Coffee,,,,,,
Strawberry Cake,Napoleon Cake,Blueberry Tart,Lemon Tart,Almond Croissant,,,
Lemon Cake,Almond Tart,Lemon Tart,Almond Bear Claw,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Lemon Cake,Lemon Tart,Gongolais Cookie,,,,,
Opera Cake,Raspberry Cookie,Apricot Danish,,,,,
Hot Coffee,Vanilla Frappuccino,,,,,,
Ganache Cookie,Single Espresso,,,,,,
Vanilla Eclair,Raspberry Lemonade,,,,,,
Lemon Cake,Apricot Tart,,,,,,
Opera Cake,Coffee Eclair,Apricot Tart,Chocolate Tart,Cherry Tart,Lemon Cookie,Apricot Danish,
Strawberry Cake,Coffee Eclair,Napoleon Cake,Apple Tart,Cherry Tart,Almond Twist,,
Cherry Tart,Almond Croissant,Almond Twist,Cherry Soda,,,,
Strawberry Cake,Apple Croissant,Chocolate Croissant,Hot Coffee,,,,
Chocolate Cake,Lemon Cake,Lemon Tart,Raspberry Cookie,Single Espresso,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Vanilla Eclair,Lemon Cookie,Almond Croissant,Apple Croissant,Apricot Croissant,Raspberry Lemonade,Orange Juice,
Coffee Eclair,Napoleon Cake,Apple Pie,Apricot Tart,Apricot Croissant,Almond Twist,Orange Juice,
Strawberry Cake,Almond Tart,Apple Pie,Almond Bear Claw,Vanilla Frappuccino,,,
Napoleon Cake,Marzipan Cookie,Tuile Cookie,Lemon Lemonade,Raspberry Lemonade,,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Eclair,Lemon Tart,Apple Croissant,Lemon Lemonade,Single Espresso,,,
Cherry Tart,Lemon Tart,Apple Croissant,Hot Coffee,,,,
Truffle Cake,Lemon Tart,Ganache Cookie,Chocolate Meringue,Walnut Cookie,Apple Croissant,Raspberry Lemonade,Chocolate Coffee
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Berry Tart,Orange Juice,Cherry Soda,,,,,
Apple Pie,Apricot Croissant,Bottled Water,Hot Coffee,Cherry Soda,,,
Coffee Eclair,Almond Tart,Lemon Tart,,,,,
Chocolate Cake,Casino Cake,Raspberry Cookie,Chocolate Coffee,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Apricot Tart,Pecan Tart,Chocolate Meringue,Apple Danish,,,,
Blueberry Tart,Apricot Croissant,Almond Bear Claw,Hot Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Chocolate Eclair,Napoleon Cake,Gongolais Cookie,Chocolate Croissant,Apricot Danish,,,
Chocolate Croissant,Almond Twist,Hot Coffee,Cherry Soda,,,,
Raspberry Cookie,Lemon Cookie,Apple Croissant,Lemon Lemonade,Raspberry Lemonade,Green Tea,,
Casino Cake,Napoleon Cake,Marzipan Cookie,Apricot Danish,,,,
Blueberry Tart,Cherry Tart,Raspberry Cookie,Vanilla Frappuccino,,,,
Strawberry Cake,Blueberry Tart,Cheese Croissant,,,,,
Lemon Cake,Opera Cake,Apple Tart,Cherry Tart,Apricot Danish,Green Tea,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Napoleon Cake,Cherry Tart,Lemon Tart,Pecan Tart,Blueberry Danish,,,
Blueberry Tart,Tuile Cookie,Apple Croissant,Vanilla Frappuccino,,,,
Blueberry Tart,Lemon Cookie,Apricot Croissant,,,,,
Almond Tart,Berry Tart,Lemon Tart,Lemon Cookie,,,,
Chocolate Cake,Casino Cake,Napoleon Cake,Almond Twist,Lemon Lemonade,,,
Marzipan Cookie,Raspberry Lemonade,,,,,,
Chocolate Meringue,Cherry Soda,,,,,,
Berry Tart,Blueberry Tart,Lemon Tart,Ganache Cookie,Apricot Croissant,Hot Coffee,,
Almond Twist,,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Lemon Cake,Lemon Tart,Blueberry Danish,,,,,
Strawberry Cake,Lemon Lemonade,Cherry Soda,,,,,
Blackberry Tart,Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,
Strawberry Cake,Chocolate Eclair,Blueberry Tart,Raspberry Cookie,Apple Croissant,Cheese Croissant,Vanilla Frappuccino,
Truffle Cake,Berry Tart,Vanilla Meringue,Raspberry Lemonade,,,,
Casino Cake,Ganache Cookie,Lemon Cookie,Tuile Cookie,Almond Croissant,Apple Danish,Raspberry Lemonade,
Marzipan Cookie,Tuile Cookie,,,,,,
Apple Pie,Lemon Cookie,Blueberry Danish,Vanilla Frappuccino,,,,
Chocolate Eclair,Berry Tart,Lemon Cookie,Orange Juice,Bottled Water,,,
Blackberry Tart,Cherry Tart,Chocolate Meringue,Blueberry Danish,Raspberry Lemonade,Orange Juice,Vanilla Frappuccino,
Opera Cake,Chocolate Meringue,Blueberry Danish,,,,,
Lemon Cake,Casino Cake,Chocolate Eclair,Almond Tart,Vanilla Frappuccino,,,
Cherry Tart,Almond Croissant,Chocolate Croissant,Green Tea,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Berry Tart,Blueberry Tart,Bottled Water,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Lemon Cake,Strawberry Cake,Vanilla Eclair,Chocolate Croissant,Raspberry Lemonade,,,
Lemon Cake,Lemon Tart,Almond Twist,,,,,
Strawberry Cake,Chocolate Tart,Almond Twist,Vanilla Frappuccino,,,,
Chocolate Eclair,Napoleon Cake,Blackberry Tart,Blueberry Tart,Cherry Tart,Chocolate Croissant,Apricot Danish,
Lemon Cake,Blueberry Tart,Marzipan Cookie,,,,,
Truffle Cake,Chocolate Eclair,Gongolais Cookie,Apple Croissant,Apricot Croissant,Almond Twist,Vanilla Frappuccino,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Opera Cake,Cherry Tart,Pecan Tart,Apricot Danish,,,,
Berry Tart,Apricot Croissant,Bottled Water,Hot Coffee,,,,
Lemon Cake,Vanilla Meringue,Tuile Cookie,,,,,
Chocolate Meringue,Almond Bear Claw,,,,,,
Truffle Cake,Gongolais Cookie,Cheese Croissant,,,,,
Raspberry Cookie,Tuile Cookie,,,,,,
Chocolate Meringue,Chocolate Croissant,,,,,,
Blackberry Tart,Ganache Cookie,Vanilla Frappuccino,,,,,
Lemon Cake,Lemon Tart,Ganache Cookie,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Chocolate Eclair,Cherry Tart,Walnut Cookie,Apple Danish,,,,
Vanilla Eclair,Apple Croissant,Orange Juice,,,,,
Strawberry Cake,Napoleon Cake,Vanilla Meringue,,,,,
Lemon Cake,Lemon Tart,,,,,,
Coffee Eclair,Cherry Tart,Marzipan Cookie,Apple Croissant,Apricot Croissant,Cheese Croissant,Orange Juice,Cherry Soda
Tuile Cookie,Almond Croissant,Apricot Danish,,,,,
Berry Tart,,,,,,,
Tuile Cookie,Apple Croissant,,,,,,
Almond Tart,Blueberry Tart,Vanilla Frappuccino,,,,,
Lemon Tart,,,,,,,
Chocolate Eclair,Pecan Tart,Lemon Cookie,,,,,
Vanilla Eclair,,,,,,,
Chocolate Tart,Vanilla Frappuccino,Single Espresso,,,,,
Ganache Cookie,,,,,,,
Cherry Soda,,,,,,,
Chocolate Cake,Apple Pie,Orange Juice,,,,,
Blueberry Tart,Hot Coffee,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,Chocolate Coffee,,,,
Opera Cake,Blackberry Tart,Cherry Tart,Apricot Danish,,,,
Strawberry Cake,Napoleon Cake,Bottled Water,,,,,
Apple Tart,Blueberry Tart,Pecan Tart,Vanilla Meringue,Apple Croissant,Green Tea,Vanilla Frappuccino,
Lemon Cake,Casino Cake,Tuile Cookie,Blueberry Danish,Orange Juice,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Napoleon Cake,Almond Twist,Bottled Water,Hot Coffee,,,,
Chocolate Cake,Apricot Danish,,,,,,
Strawberry Cake,Apple Danish,Raspberry Lemonade,,,,,
Blueberry Tart,Lemon Tart,Apricot Danish,,,,,
Cheese Croissant,Orange Juice,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Lemon Cake,Chocolate Croissant,,,,,,
Apricot Tart,Cherry Tart,Ganache Cookie,Apricot Danish,Raspberry Lemonade,,,
